Date,Identifier,Portfolio_manager,Tickers,Type_Description,Quantity,Value
29/01/2021,2321,,FDRXX,Dividend Reinvested,0,0.01
29/01/2021,2322,,FDRXX,Dividend Reinvested,0,0.01
29/01/2021,2323,,BSTZ,Dividend Reinvested,0,57.5
29/01/2021,2324,,CASH:CASH,Interest Reinvested,0,0.02
29/01/2021,2325,,VMFXX,Dividend Reinvested,0,0.03
29/01/2021,2326,,VMFXX,Management Fee,0,-0.03
29/01/2021,2327,,VSGDX,Dividend Reinvested,1.811,-19.96
29/01/2021,2328,,VSGDX,Dividend Reinvested,0,19.96
29/01/2021,2329,,MWTRX,Dividend Reinvested,0,11.58
29/01/2021,2330,,MWTRX,Dividend Reinvested,1.041,-11.58
29/01/2021,2331,,MWTRX,Dividend Reinvested,0,5.86
29/01/2021,2332,,MWTRX,Dividend Reinvested,0.527,-5.86
29/01/2021,2333,,CASH:CASH,Interest Reinvested,0,0.03
29/01/2021,2335,,VMSXX,Dividend Reinvested,0.2,-0.2
29/01/2021,2336,,VMSXX,Dividend Reinvested,0,0.2
29/01/2021,2337,,VMLUX,Dividend Reinvested,93.934,-1059.58
29/01/2021,2338,,VMLUX,Dividend Reinvested,0,1059.58
29/01/2021,2339,,VWSUX,Dividend Reinvested,44.857,-715.92
29/01/2021,2340,,VWSUX,Dividend Reinvested,0,715.92
29/01/2021,2341,,VWIUX,Dividend Reinvested,113.268,-1688.83
29/01/2021,2342,,VWIUX,Dividend Reinvested,0,1688.83
29/01/2021,2343,,VMSXX,Dividend Reinvested,0.2,-0.2
29/01/2021,2344,,VMSXX,Dividend Reinvested,0,0.2
29/01/2021,2345,,VMLUX,Dividend Reinvested,93.934,-1059.58
29/01/2021,2346,,VMLUX,Dividend Reinvested,0,1059.58
29/01/2021,2347,,VWSUX,Dividend Reinvested,44.857,-715.92
29/01/2021,2348,,VWSUX,Dividend Reinvested,0,715.92
29/01/2021,2349,,VWIUX,Dividend Reinvested,113.268,-1688.83
29/01/2021,2350,,VWIUX,Dividend Reinvested,0,1688.83
29/01/2021,2351,,VMSXX,Dividend Reinvested,0.2,-0.2
29/01/2021,2352,,VMSXX,Dividend Reinvested,0,0.2
29/01/2021,2353,,VMLUX,Dividend Reinvested,93.934,-1059.58
29/01/2021,2354,,VMLUX,Dividend Reinvested,0,1059.58
29/01/2021,2355,,VWSUX,Dividend Reinvested,44.857,-715.92
29/01/2021,2356,,VWSUX,Dividend Reinvested,0,715.92
29/01/2021,2357,,VWIUX,Dividend Reinvested,113.268,-1688.83
29/01/2021,2358,,VWIUX,Dividend Reinvested,0,1688.83
29/01/2021,2359,,FDRXX,Dividend Reinvested,0,0.01
29/01/2021,2361,,SPAXX,Dividend Reinvested,0,0.1
29/01/2021,2362,,FDRXX,Dividend Reinvested,0,0.01
29/01/2021,2363,,MORN,Dividend Reinvested,0,19.22
29/01/2021,2364,,MORN,Dividend Reinvested,0.084,-19.22
29/01/2021,2368,,SPAXX,Dividend Reinvested,0,2.12
29/01/2021,2369,,PHDAX,Dividend Reinvested,0,11.86
29/01/2021,2370,,PSHAX,Dividend Reinvested,0,0.08
29/01/2021,2371,,PTTAX,Dividend Reinvested,0,8.46
29/01/2021,2372,,PRTNX,Dividend Reinvested,0,1.1
29/01/2021,2373,,NSTRX,Dividend Reinvested,0,3.01
29/01/2021,2374,,CASH:CASH,Interest Reinvested,0,6.54
29/01/2021,2375,,CASH:CASH,Dividend Reinvested,0.16,-0.16
29/01/2021,2376,,CASH:CASH,Dividend Reinvested,0,0.16
31/01/2021,2380,,JPM,Dividend Reinvested,0,20.7
31/01/2021,2381,,CASH:CASH,Interest Reinvested,0,0.03
31/01/2021,2382,,JPM,Dividend Reinvested,0,45
31/01/2021,2383,,JPM,Dividend Reinvested,0,20.7
31/01/2021,2384,,JPM,Dividend Reinvested,0,0.88
31/01/2021,2385,,JPM,Dividend Reinvested,0,96.88
31/01/2021,2386,,WELPM,Dividend Reinvested,0,135
31/01/2021,2387,,CASH:CASH,Interest Reinvested,0,0.68
31/01/2021,2388,,CASH:CASH,Interest Reinvested,0,8.58
31/01/2021,2389,,CASH:CASH,Interest Reinvested,0,8.58
31/01/2021,2390,,JPM,Dividend Reinvested,0,9
31/01/2021,2391,,JPM,Dividend Reinvested,0,3.7
31/01/2021,2392,,JPM,Remark,0,-3.7
31/01/2021,2395,,JPM,Dividend Reinvested,0,0.93
31/01/2021,2396,,JPM,Dividend Reinvested,0.007,-0.93
31/01/2021,2397,,JPM,Remark,0,-0.93
31/01/2021,2398,,JPM,Remark,-0.007,0.93
31/01/2021,2399,,TD,Dividend Reinvested,0,1.27
31/01/2021,2400,,TD,Dividend Reinvested,0.019,-1.08
01/02/2021,2419,,BMY,Dividend Reinvested,0,49
01/02/2021,2420,,T,Dividend Reinvested,0,52
01/02/2021,2421,,VZ,Dividend Reinvested,0,62.75
01/02/2021,2422,,NMI,Dividend Reinvested,0,16.5
01/02/2021,2423,,NUV,Dividend Reinvested,0,206.37
01/02/2021,2424,,MFL,Dividend Reinvested,0,33.71
01/02/2021,2425,,MMIDX,Dividend Reinvested,0,196.45
01/02/2021,2426,,UN:004919F2/81,Contribution,20.229,-300
01/02/2021,2427,,VZ,Dividend Reinvested,0,27.57
01/02/2021,2428,,VZ,Dividend Reinvested,0.494,-27.57
01/02/2021,2430,,VBR,Buy,10,-1469.19
01/02/2021,2431,,SPEM,Buy,20,-887.7
01/02/2021,2434,,AAPL,Buy,1,-135.24
01/02/2021,2435,,VTV,Buy,20,-2376.57
01/02/2021,2436,,VBR,Buy,8,-1175.35
01/02/2021,2437,,VSS,Buy,5,-612.6
01/02/2021,2438,,AMC,Sell,-200,3195.92
01/02/2021,2439,,DGRO,Buy,15,-667.95
01/02/2021,2440,,BETZ,Buy,50,-1412
01/02/2021,2442,,BMY,Dividend Reinvested,0,0.38
01/02/2021,2443,,T,Dividend Reinvested,0,0.87
01/02/2021,2444,,VZ,Dividend Reinvested,0,0.44
01/02/2021,2445,,IEX,Dividend Reinvested,2.00E-04,-0.03
01/02/2021,2446,,ZBH,Dividend Reinvested,5.00E-04,-0.08
01/02/2021,2447,,SPY,Dividend Reinvested,0.0085,-3.2
01/02/2021,2448,,BMY,Dividend Reinvested,0,0.04
01/02/2021,2449,,T,Dividend Reinvested,0,0.53
01/02/2021,2450,,VZ,Dividend Reinvested,0,27.61
01/02/2021,2451,,IEX,Dividend Reinvested,2.00E-04,-0.03
01/02/2021,2452,,BMY,Dividend Reinvested,0,0.83
01/02/2021,2453,,T,Dividend Reinvested,0,1.48
01/02/2021,2454,,VZ,Dividend Reinvested,0,1.13
01/02/2021,2455,,CASH:CASH,Dividend Reinvested,8.264,8.264
01/02/2021,2456,,CASH:CASH,Dividend Reinvested,2.18,2.18
01/02/2021,2457,,CASH:CASH,Dividend Reinvested,8.255,8.255
01/02/2021,2458,,CASH:CASH,Dividend Reinvested,0.06,0.06
01/02/2021,2459,,CASH:CASH,Dividend Reinvested,0.365,0.365
01/02/2021,2460,,CASH:CASH,Dividend Reinvested,0.417,0.417
01/02/2021,2461,,CASH:CASH,Dividend Reinvested,0.01,0.01
01/02/2021,2462,,BFAFX,Dividend Reinvested,0,23.11
01/02/2021,2463,,T,Dividend Reinvested,14.979,-433.44
01/02/2021,2464,,T,Dividend Reinvested,0,433.44
01/02/2021,2465,,NVG,Dividend Reinvested,8.997,-151.89
01/02/2021,2466,,NVG,Dividend Reinvested,0,151.89
01/02/2021,2470,,VMFXX,Management Fee,0,-458.75
01/02/2021,2471,,VMFXX,Remark,0,458.75
01/02/2021,2472,,CNLHO,Dividend Reinvested,0,112.5
01/02/2021,2473,,CNLHO,Remark,0,-112.5
01/02/2021,2474,,BAC-PL,Dividend Reinvested,0,181.25
01/02/2021,2475,,BAC-PL,Remark,0,-181.25
01/02/2021,2476,,SLMNP,Dividend Reinvested,0,165
01/02/2021,2477,,SLMNP,Remark,0,-165
01/02/2021,2478,,JPI,Dividend Reinvested,0,52.2
01/02/2021,2482,,VMLUX,Dividend Reinvested,0,44.82
01/02/2021,2483,,VWSUX,Dividend Reinvested,0,127.49
01/02/2021,2484,,VWSUX,Dividend Reinvested,7.988,-127.49
01/02/2021,2485,,VMLUX,Dividend Reinvested,0,44.82
01/02/2021,2486,,VWSUX,Dividend Reinvested,0,127.49
01/02/2021,2487,,VWSUX,Dividend Reinvested,7.988,-127.49
01/02/2021,2488,,VMLUX,Dividend Reinvested,0,44.82
01/02/2021,2489,,VWSUX,Dividend Reinvested,0,127.49
01/02/2021,2490,,VWSUX,Dividend Reinvested,7.988,-127.49
01/02/2021,2491,,VMLUX,Dividend Reinvested,0,232.19
01/02/2021,2492,,VCADX,Dividend Reinvested,0,834.37
01/02/2021,2493,,VMLUX,Dividend Reinvested,0,232.19
01/02/2021,2494,,VCADX,Dividend Reinvested,0,834.37
01/02/2021,2495,,VMLUX,Dividend Reinvested,0,232.19
01/02/2021,2496,,VCADX,Dividend Reinvested,0,834.37
01/02/2021,2497,,VFIDX,Dividend Reinvested,0,4.32
01/02/2021,2498,,VFSUX,Dividend Reinvested,0,100.86
01/02/2021,2499,,VFIDX,Dividend Reinvested,0,4.32
01/02/2021,2500,,VFSUX,Dividend Reinvested,0,100.86
01/02/2021,2501,,VFIDX,Dividend Reinvested,0,4.32
01/02/2021,2502,,VFSUX,Dividend Reinvested,0,100.86
01/02/2021,2503,,VFIDX,Dividend Reinvested,0,4.08
01/02/2021,2504,,VFIDX,Dividend Reinvested,0,4.08
01/02/2021,2505,,VFIDX,Dividend Reinvested,0,4.08
01/02/2021,2506,,VFIDX,Dividend Reinvested,0,117.26
01/02/2021,2507,,VFSUX,Dividend Reinvested,0,318.58
01/02/2021,2508,,VFIDX,Dividend Reinvested,0,117.26
01/02/2021,2509,,VFSUX,Dividend Reinvested,0,318.58
01/02/2021,2510,,VFIDX,Dividend Reinvested,0,117.26
01/02/2021,2511,,VFSUX,Dividend Reinvested,0,318.58
01/02/2021,2512,,VFIDX,Dividend Reinvested,0,423.67
01/02/2021,2513,,VFIDX,Dividend Reinvested,0,423.67
01/02/2021,2514,,VFIDX,Dividend Reinvested,0,423.67
01/02/2021,2515,,VFSUX,Dividend Reinvested,0,122.12
01/02/2021,2516,,VFSUX,Dividend Reinvested,0,122.12
01/02/2021,2517,,VFSUX,Dividend Reinvested,0,122.12
01/02/2021,2518,,T,Dividend Reinvested,0,0.52
01/02/2021,2519,,VMFXX,Management Fee,0,-116.51
01/02/2021,2520,,T,Dividend Reinvested,0,51.48
01/02/2021,2521,,VFSTX,Dividend Reinvested,0,65.03
01/02/2021,2522,,VMFXX,Management Fee,0,-111.57
01/02/2021,2523,,VWSUX,Dividend Reinvested,0,111.57
01/02/2021,2525,,VMFXX,Management Fee,0,-978.23
01/02/2021,2526,,VZ,Dividend Reinvested,0,62.75
01/02/2021,2527,,JPM,Dividend Reinvested,0,90
01/02/2021,2528,,VZ,Dividend Reinvested,0.412,-22.68
01/02/2021,2529,,VZ,Dividend Reinvested,0,22.68
01/02/2021,2530,,CVS,Dividend Reinvested,0,8.5
01/02/2021,2533,,035242AP1,Interest Reinvested,0,456.25
01/02/2021,2534,,FI:QACDS/212,Buy,0.25,-0.25
01/02/2021,2535,,CASH:CASH,Interest Reinvested,0,0.25
01/02/2021,2536,,ARKK,Buy,7,-976.07
01/02/2021,2537,,VMFXX,Management Fee,0,-73.93
01/02/2021,2538,,DVY,Buy,9,-876.6
01/02/2021,2539,,ACWI,Buy,9,-823.41
01/02/2021,2540,,XAR,Buy,8,-907.04
01/02/2021,2541,,AMC,Sell,-10,150.4
01/02/2021,2543,,SO,Contribution,0.792,-50
01/02/2021,2544,,SO,Contribution,0.792,-50
01/02/2021,2545,,JNJ,Sell,-3,491.23
01/02/2021,2549,,T,Dividend Reinvested,0,263.26
01/02/2021,2551,,CASH:CASH,Management Fee,0,-25
01/02/2021,2552,,CVS,Dividend Reinvested,0,66.61
01/02/2021,2553,,CVS,Dividend Reinvested,0.92831,-66.61
01/02/2021,2560,,NHMAX,Dividend Reinvested,0,143.84
01/02/2021,2561,,NHMAX,Dividend Paid from Cash,0,-143.84
01/02/2021,2562,,CASH:CASH,Interest Reinvested,0,125
01/02/2021,2563,,CASH:CASH,Interest Reinvested,0,212.5
01/02/2021,2565,,T,Dividend Reinvested,0,46.28
01/02/2021,2566,,BOLAX,Buy,1.881,-75
01/02/2021,2567,,IOJAX,Buy,0.736,-25
01/02/2021,2568,,IOJAX,Buy,0.736,-25
01/02/2021,2569,,BOLAX,Buy,1.881,-75
01/02/2021,2570,,CVS,Buy,1,-72
01/02/2021,2571,,CVS,Buy,0.4,-28.81
01/02/2021,2572,,AAPL,Buy,3,-397.32
01/02/2021,2573,,FUBO,Buy,35,-1827.35
01/02/2021,2575,,VZ,Dividend Reinvested,0,125.5
01/02/2021,2576,,SENS210716C00002000,Sell,-1100,1587.64
01/02/2021,2577,,APHA210416C00020000,Sell,-1500,1159.98
01/02/2021,2578,,APHA210416C00013000,Sell,-300,630.99
01/02/2021,2579,,PINS,Buy,7,-486.36
01/02/2021,2580,,FVRR,Buy,2,-431.27
01/02/2021,2581,,ABNB,Buy,2,-362.99
01/02/2021,2589,,T,Dividend Reinvested,0,260
01/02/2021,2592,,FI:QH/1,Contribution,31.6833,-455.15
01/02/2021,2593,,FI:QH/1,Contribution,6.3367,-91.03
01/02/2021,2594,,FI:QH/1,Contribution,8.4487,-121.37
01/02/2021,2599,,ABNDX,Dividend Reinvested,0,18.63
01/02/2021,2600,,AHITX,Dividend Reinvested,0,33.4
01/02/2021,2601,,AIBAX,Dividend Reinvested,0,3.63
01/02/2021,2602,,AMUSX,Dividend Reinvested,0,3.62
01/02/2021,2603,,MQLFX,Dividend Reinvested,0,2.55
01/02/2021,2604,,PCVAX,Remark,2082.092,0
01/02/2021,2605,,PCVAX,Remark,-2082.092,0
01/02/2021,2606,,ASBAX,Dividend Reinvested,0,1.31
01/02/2021,2607,,ASBFX,Dividend Reinvested,0,1.1
01/02/2021,2611,,CASH:CASH,Interest Reinvested,0,0.01
01/02/2021,2613,,BMY,Dividend Reinvested,0,0.37
01/02/2021,2614,,BMY,Dividend Reinvested,0.006,-0.37
01/02/2021,2615,,BMY,Remark,0,-0.37
01/02/2021,2616,,BMY,Remark,-0.006,0.37
01/02/2021,2617,,T,Dividend Reinvested,0,0.52
01/02/2021,2618,,T,Dividend Reinvested,0.018,-0.52
01/02/2021,2619,,T,Remark,0,-0.52
01/02/2021,2620,,T,Remark,-0.018,0.52
01/02/2021,2621,,VZ,Dividend Reinvested,0,2.5
01/02/2021,2622,,VZ,Dividend Reinvested,0.045,-2.5
01/02/2021,2623,,VZ,Remark,0,-2.5
01/02/2021,2624,,VZ,Remark,-0.045,2.5
01/02/2021,2625,,CASH:CASH,Remark,0,-500
01/02/2021,2626,,FXAIX,Buy,0.764,-100
01/02/2021,2627,,FSPSX,Buy,2.193,-100
01/02/2021,2628,,FPADX,Buy,7.402,-100
01/02/2021,2629,,FZROX,Buy,7.321,-100
01/02/2021,2630,,FZROX,Buy,7.321,-100
01/02/2021,2631,,FZROX,Remark,-7.321,100
01/02/2021,2632,,FISVX,Buy,4.177,-100
01/02/2021,2633,,FDRXX,Sell,-4373.76,4373.76
01/02/2021,2634,,T,Dividend Reinvested,0,27.95
01/02/2021,2635,,T,Dividend Reinvested,0.958,-27.95
01/02/2021,2636,,ATCO,Dividend Reinvested,0,12.1
01/02/2021,2637,,ATCO,Dividend Reinvested,1.05,-12.1
01/02/2021,2638,,AHTFX,Dividend Reinvested,0,22.36
01/02/2021,2639,,IBFFX,Dividend Reinvested,0,2.81
01/02/2021,2640,,ASBFX,Dividend Reinvested,0,1.16
02/02/2021,2641,,NUGT,Sell,-73,4672.62
02/02/2021,2642,,AMC,Buy,600,-4565.28
02/02/2021,2656,,F,Buy,50,-557
02/02/2021,2657,,SIVR,Buy,20,-531.4
02/02/2021,2658,,FDRXX,Sell,-11.84,11.84
02/02/2021,2659,,BMY,Dividend Reinvested,0.0059,-0.38
02/02/2021,2660,,T,Dividend Reinvested,0.0303,-0.87
02/02/2021,2661,,VZ,Dividend Reinvested,0.008,-0.44
02/02/2021,2662,,AMT,Dividend Reinvested,0,0.14
02/02/2021,2665,,BMY,Dividend Reinvested,6.00E-04,-0.04
02/02/2021,2666,,T,Dividend Reinvested,0.0185,-0.53
02/02/2021,2667,,VZ,Dividend Reinvested,0.5016,-27.61
02/02/2021,2668,,AMT,Dividend Reinvested,0,0.16
02/02/2021,2670,,BMY,Dividend Reinvested,0.0129,-0.83
02/02/2021,2671,,T,Dividend Reinvested,0.0515,-1.48
02/02/2021,2672,,VZ,Dividend Reinvested,0.0205,-1.13
02/02/2021,2673,,JPM,Dividend Reinvested,0.0066,-0.88
02/02/2021,2684,,BFAFX,Dividend Reinvested,1.687,-23.11
02/02/2021,2685,,NCZ.PRA,Remark,415,0
02/02/2021,2686,,NCZ.PRA,Remark,-415,0
02/02/2021,2687,,NCV.PRA,Remark,405,0
02/02/2021,2688,,NCV.PRA,Remark,-405,0
02/02/2021,2689,,NCZ.PRA,Remark,-415,0
02/02/2021,2690,,NCZ.PRA,Remark,415,0
02/02/2021,2691,,NCV.PRA,Remark,-405,0
02/02/2021,2692,,NCV.PRA,Remark,405,0
02/02/2021,2696,,FCSTX,Dividend Reinvested,0,64.15
02/02/2021,2697,,FCSTX,Dividend Reinvested,0,64.15
02/02/2021,2698,,FCSTX,Dividend Reinvested,0,64.15
02/02/2021,2699,,FCSTX,Dividend Reinvested,0,2113.7
02/02/2021,2700,,FCSTX,Dividend Reinvested,0,2113.7
02/02/2021,2701,,FCSTX,Dividend Reinvested,0,2113.7
02/02/2021,2702,,CASH:CASH,Administrative Fee,0,-0.27
02/02/2021,2705,,AMC,Buy,25,-203.75
02/02/2021,2710,,FKIQX,Dividend Reinvested,0,55.65
02/02/2021,2712,,AMT,Dividend Reinvested,0,25.41
02/02/2021,2713,,PEKBIII,Dividend Reinvested,0,361.38
02/02/2021,2714,,PEKBIII,Dividend Reinvested,35.395,-361.38
02/02/2021,2715,,30290Y101,Dividend Reinvested,0,339.54
02/02/2021,2717,,BB,Sell,-80,908.37
02/02/2021,2718,,NLY,Buy,120,-998.4
02/02/2021,2722,,UPRO210205C00079000,Sell,-200,698.65
02/02/2021,2723,,UPRO210205C00077500,Sell,-100,429.33
02/02/2021,2724,,HTRB,Dividend Reinvested,0,25.04
02/02/2021,2725,,HTRB,Dividend Reinvested,0,2.38
02/02/2021,2727,,PINS,Buy,7,-515.13
02/02/2021,2728,,FVRR,Buy,2,-468.02
02/02/2021,2729,,ABNB,Buy,2,-367.54
02/02/2021,2731,,FSPTX,Buy,7.085,-200
02/02/2021,2732,,FXAIX,Buy,2.637,-350
02/02/2021,2733,,FSPSX,Buy,6.527,-300
02/02/2021,2734,,FSSNX,Buy,12.858,-350
02/02/2021,2735,,FSSNX,Buy,12.858,-350
02/02/2021,2736,,FSSNX,Buy,12.858,-350
02/02/2021,2737,,FSSNX,Remark,-12.858,350
02/02/2021,2738,,FSSNX,Remark,-12.858,350
02/02/2021,2739,,FPADX,Buy,21.946,-300
02/02/2021,2744,,ABALX,Sell,-920.518,28094.21
02/02/2021,2745,,ABNDX,Sell,-2091.391,28631.14
02/02/2021,2746,,AEPGX,Sell,-227.416,16146.54
02/02/2021,2747,,AGTHX,Sell,-777.902,54694.29
02/02/2021,2748,,AHITX,Sell,-1405.64,14407.81
02/02/2021,2749,,AIBAX,Sell,-875.291,12210.31
02/02/2021,2750,,AIVSX,Sell,-344.178,15567.17
02/02/2021,2751,,AMRMX,Sell,-492.062,22177.23
02/02/2021,2752,,AMUSX,Sell,-1065.374,15234.85
02/02/2021,2753,,ANCFX,Remark,1538.259,-108647.23
02/02/2021,2754,,ANCFX,Sell,-1538.259,108647.23
02/02/2021,2755,,ANCFX,Sell,-1538.259,108647.23
02/02/2021,2756,,ANEFX,Sell,-453.59,27927.54
02/02/2021,2757,,ANWPX,Sell,-700.35,44002.99
02/02/2021,2758,,AWSHX,Sell,-462.511,23574.19
02/02/2021,2759,,CWBFX,Sell,-589.001,12539.83
02/02/2021,2760,,CWGIX,Sell,-1590.562,97008.38
02/02/2021,2761,,MEIAX,Sell,-1332.573,60059.07
02/02/2021,2762,,MQLFX,Sell,-489.121,2993.42
02/02/2021,2763,,NEWFX,Sell,-285.018,26147.55
02/02/2021,2764,,PCVAX,Sell,-2082.092,28712.05
02/02/2021,2765,,PHDAX,Sell,-635.147,5760.78
02/02/2021,2766,,PSHAX,Sell,-46.843,460.94
02/02/2021,2767,,PTTAX,Sell,-880.2,9268.51
02/02/2021,2768,,SMCWX,Sell,-531.575,44375.88
02/02/2021,2769,,CWGFX,Sell,-1347.37,81960.52
02/02/2021,2770,,GFAFX,Sell,-1814.842,126621.53
02/02/2021,2771,,PRTNX,Sell,-343.539,4235.84
02/02/2021,2772,,KAUAX,Sell,-2984.645,22593.76
02/02/2021,2773,,AEGFX,Sell,-654.65,46264.12
02/02/2021,2774,,AMFFX,Sell,-943.563,42309.36
02/02/2021,2775,,NSTRX,Sell,-426.867,4328.43
02/02/2021,2776,,ASBAX,Sell,-701.76,7073.74
02/02/2021,2777,,LAUAX,Sell,-1262.771,18790.03
02/02/2021,2778,,ASBFX,Sell,-641.681,6468.14
02/02/2021,2779,,RRFAX,Sell,-61.463,719.12
02/02/2021,2780,,IGAAX,Sell,-241.405,9472.73
02/02/2021,2781,,AFAXX,Sell,-1086.58,1086.58
02/02/2021,2782,,GBLAX,Sell,-493.524,18709.49
02/02/2021,2783,,USLV,Sell,-188,20680
02/02/2021,2784,,JNUG,Sell,-26,2623.6
02/02/2021,2785,,CASH:CASH,Administrative Fee Adjustment,0,131765.25
02/02/2021,2787,,FDRXX,Buy,0.58,-0.58
02/02/2021,2788,,CASH:CASH,Interest Reinvested,0,125
03/02/2021,2789,,AMC,Buy,20,-178.37
03/02/2021,2790,,SNXFX,Remark,-1,0
03/02/2021,2791,,SWPPX,Remark,-199,0
03/02/2021,2801,,SNXFX,Remark,-1,0
03/02/2021,2802,,SWPPX,Remark,-199,0
03/02/2021,2805,,IFRA,Buy,50,-1529.5
03/02/2021,2807,,AMT,Dividend Reinvested,6.00E-04,-0.14
03/02/2021,2808,,AMT,Dividend Reinvested,7.00E-04,-0.16
03/02/2021,2810,,SHW,Buy,7,-4951.08
03/02/2021,2813,,FI:QACDS/212,Sell,-976.07,976.07
03/02/2021,2814,,ESGD,Contribution,2,-148.09
03/02/2021,2815,,ABBV,Contribution,0.487,-50
03/02/2021,2816,,ABBV,Contribution,0,50
03/02/2021,2817,,ABBV,Contribution,0.487,-50
03/02/2021,2818,,ABBV,Remark,-0.487,50
03/02/2021,2819,,ABBV,Remark,0,-50
03/02/2021,2820,,ABBV,Contribution,0.487,-50
03/02/2021,2821,,ABBV,Contribution,0,50
03/02/2021,2822,,ABBV,Contribution,0.487,-50
03/02/2021,2823,,ABBV,Remark,-0.487,50
03/02/2021,2824,,ABBV,Remark,0,-50
03/02/2021,2835,,LOW,Dividend Reinvested,0,43.8
03/02/2021,2836,,AMZN,Buy,1,-3405.95
03/02/2021,2837,,BLNK,Buy,12,-593.94
03/02/2021,2838,,ZYNE,Buy,200,-993.8
03/02/2021,2839,,ZYNE,Sell,-200,868.2
03/02/2021,2840,,LCID,Buy,30,-979.65
03/02/2021,2841,,APHA210716C00020000,Buy,100,-320.66
03/02/2021,2842,,APHA210716C00020000,Buy,1000,-2846.64
03/02/2021,2844,,LOW,Dividend Reinvested,0,20.94
03/02/2021,2845,,CCL210219P00018000,Buy,19900,-7101.45
03/02/2021,2846,,SCO210219C00010000,Buy,19900,-3718.45
03/02/2021,2847,,BAC210219P00030000,Buy,19800,-6273.77
03/02/2021,2848,,AAL210219P00016000,Buy,19400,-7893.03
03/02/2021,2849,,BBBY,Buy,10,-267.83
03/02/2021,2850,,AAL,Buy,10,-180.35
03/02/2021,2851,,VTEB,Contribution,9,-498.11
03/02/2021,2852,,VTEB,Contribution,9,-498.11
03/02/2021,2857,,IEF,Buy,122,-14423.45
03/02/2021,2858,,VPL,Buy,1365,-111267.98
03/02/2021,2859,,VBR,Buy,300,-44613
03/02/2021,2860,,VBK,Buy,157,-44550.32
03/02/2021,2861,,VGK,Buy,2554,-155843.29
03/02/2021,2862,,IEI,Buy,437,-57855.61
03/02/2021,2863,,EMB,Buy,127,-14458.63
03/02/2021,2864,,VCSH,Buy,375,-31145.63
03/02/2021,2865,,SCHG,Buy,1670,-222502.45
03/02/2021,2866,,SCHV,Buy,3691,-222640.38
03/02/2021,2867,,VMBS,Buy,700,-37876.3
03/02/2021,2868,,SCHC,Buy,1158,-44559.84
03/02/2021,2869,,SCHE,Buy,2686,-89000.61
03/02/2021,2870,,ANGL,Buy,586,-18897.74
03/02/2021,2873,,CASH:CASH,Remark,0,20
03/02/2021,2874,,CASH:CASH,Remark,0,100
04/02/2021,2884,,VMFXX,Contribution,6.17,-6.17
04/02/2021,2885,,DFSTX,Contribution,0.991,-41.87
04/02/2021,2886,,DODFX,Contribution,0.32,-14.39
04/02/2021,2887,,BCOIX,Contribution,9.625,-115.88
04/02/2021,2888,,FXNAX,Contribution,0.988,-12.15
04/02/2021,2889,,FXAIX,Contribution,1.938,-260.36
04/02/2021,2890,,FSKAX,Contribution,2.232,-250.64
04/02/2021,2891,,FTIHX,Contribution,16.625,-233.08
04/02/2021,2894,,BSV,Dividend Reinvested,0.158,-13.03
04/02/2021,2895,,BSV,Dividend Reinvested,0,13.03
04/02/2021,2896,,BIV,Dividend Reinvested,0.174,-16.01
04/02/2021,2897,,BIV,Dividend Reinvested,0,16.01
04/02/2021,2898,,TRIT,Buy,100,-695
04/02/2021,2904,,VXF,Buy,5,-896.45
04/02/2021,2905,,VOE,Buy,10,-1238.4
04/02/2021,2906,,SPEM,Buy,20,-905.3
04/02/2021,2907,,BETZ,Buy,5,-148.5
04/02/2021,2909,,VCSH,Dividend Reinvested,0,93.62
04/02/2021,2910,,VMBS,Dividend Reinvested,0,82.04
04/02/2021,2911,,VCSH,Dividend Reinvested,0,27.89
04/02/2021,2912,,VMBS,Dividend Reinvested,0,24.41
04/02/2021,2913,,VCSH,Dividend Reinvested,0,93.62
04/02/2021,2914,,VMBS,Dividend Reinvested,0,82.04
04/02/2021,2915,,VCSH,Dividend Reinvested,0,53.41
04/02/2021,2916,,VMBS,Dividend Reinvested,0,46.83
04/02/2021,2917,,VCSH,Dividend Reinvested,0,6.6
04/02/2021,2918,,VMBS,Dividend Reinvested,0,5.76
04/02/2021,2919,,VCSH,Dividend Reinvested,0,27.89
04/02/2021,2920,,VMBS,Dividend Reinvested,0,24.41
04/02/2021,2923,,BIV,Dividend Reinvested,0.022,-2.06
04/02/2021,2924,,BIV,Dividend Reinvested,0,2.06
04/02/2021,2925,,BND,Dividend Reinvested,0.005,-0.44
04/02/2021,2926,,BND,Dividend Reinvested,0,0.44
04/02/2021,2927,,BLV,Dividend Reinvested,0.026,-2.75
04/02/2021,2928,,BLV,Dividend Reinvested,0,2.75
04/02/2021,2929,,VCIT,Dividend Reinvested,0.004,-0.37
04/02/2021,2930,,VCIT,Dividend Reinvested,0,0.37
04/02/2021,2931,,VCLT,Dividend Reinvested,0.027,-2.87
04/02/2021,2932,,VCLT,Dividend Reinvested,0,2.87
04/02/2021,2933,,VGIT,Dividend Reinvested,0.009,-0.62
04/02/2021,2934,,VGIT,Dividend Reinvested,0,0.62
04/02/2021,2935,,VMBS,Dividend Reinvested,0.003,-0.14
04/02/2021,2936,,VMBS,Dividend Reinvested,0,0.14
04/02/2021,2937,,VWOB,Dividend Reinvested,0.01,-0.78
