Date,Identifier,Portfolio_manager,Tickers,Type_Description,Quantity,Value
19/03/2021,company,,VPADX,-,0,0
24/03/2021,company,,VSMAX,-,0,0
01/04/2021,company,,13063DPA0,-,0,0
03/05/2021,company,,797412CB7,-,0,0
01/06/2021,company,,9128286V7,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
26/02/2021,company,,MMDA12,-,0,0
01/04/2021,company,,VCADX,-,0,0
01/04/2021,company,,VCADX,-,0,0
01/04/2021,company,,VCADX,-,0,0
25/03/2021,company,,VTSAX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
06/01/2021,company,,CASH:CASH,-,0,0
14/01/2021,company,,CASH:CASH,-,0,0
09/02/2021,company,,CASH:CASH,-,0,0
22/03/2021,company,,VMFXX,-,0,0
05/04/2021,company,,CASH:CASH,-,0,0
09/04/2021,company,,FCFXX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
30/06/2021,company,,TIAATRAD,-,0,0
08/03/2021,company,,FDMMX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
01/04/2021,company,,VFIDX,-,0,0
12/04/2021,company,,FCSTX,-,0,0
12/04/2021,company,,FCSTX,-,0,0
12/04/2021,company,,FCSTX,-,0,0
12/04/2021,company,,FCSTX,-,0,0
12/04/2021,company,,FCSTX,-,0,0
12/04/2021,company,,FCSTX,-,0,0
12/04/2021,company,,FCSTX,-,0,0
12/04/2021,company,,FCSTX,-,0,0
12/04/2021,company,,FCSTX,-,0,0
12/04/2021,company,,FCSTX,-,0,0
29/01/2021,company,,FCASH,-,0,0
26/02/2021,company,,FCASH,-,0,0
31/03/2021,company,,FCASH,-,0,0
30/04/2021,company,,FCASH,-,0,0
28/05/2021,company,,FCASH,-,0,0
04/01/2021,company,,54471RDX2,-,0,0
04/01/2021,company,,5446466A5,-,0,0
04/01/2021,company,,5446465F5,-,0,0
04/01/2021,company,,607763BW8,-,0,0
04/01/2021,company,,5446465H1,-,0,0
04/01/2021,company,,5446464K5,-,0,0
04/01/2021,company,,5446465N8,-,0,0
04/01/2021,company,,544647BE9,-,0,0
04/01/2021,company,,544647BE9,-,0,0
04/01/2021,company,,797355X82,-,0,0
04/01/2021,company,,5446465L2,-,0,0
04/01/2021,company,,5446464K5,-,0,0
04/01/2021,company,,544647BE9,-,0,0
04/01/2021,company,,544646S94,-,0,0
04/01/2021,company,,5.45E+13,-,0,0
04/01/2021,company,,544647AP5,-,0,0
04/01/2021,company,,5446465F5,-,0,0
04/01/2021,company,,817409H99,-,0,0
04/01/2021,company,,5446464H2,-,0,0
04/01/2021,company,,5446465L2,-,0,0
04/01/2021,company,,544647CC2,-,0,0
04/01/2021,company,,544647CC2,-,0,0
04/01/2021,company,,5446465N8,-,0,0
04/01/2021,company,,5446465N8,-,0,0
04/01/2021,company,,544646P55,-,0,0
04/01/2021,company,,7.97E+06,-,0,0
04/01/2021,company,,7.97E+06,-,0,0
15/01/2021,company,,278642AE3,-,0,0
20/01/2021,company,,126650CL2,-,0,0
20/01/2021,company,,126650CL2,-,0,0
15/01/2021,company,,278642AE3,-,0,0
22/01/2021,company,,06051GFB0,-,0,0
22/01/2021,company,,06051GFB0,-,0,0
16/02/2021,company,,902494AX1,-,0,0
16/02/2021,company,,370334BT0,-,0,0
16/02/2021,company,,912828Z94,-,0,0
16/02/2021,company,,92343VEN0,-,0,0
16/02/2021,company,,786005VX3,-,0,0
16/02/2021,company,,786005VX3,-,0,0
16/02/2021,company,,92343VEN0,-,0,0
16/02/2021,company,,912828Z94,-,0,0
16/02/2021,company,,370334BT0,-,0,0
16/02/2021,company,,902494AX1,-,0,0
16/02/2021,company,,684421FB1,-,0,0
01/03/2021,company,,79730WCE8,-,0,0
01/03/2021,company,,80182YAK3,-,0,0
01/03/2021,company,,13063CT83,-,0,0
01/03/2021,company,,13063CQ45,-,0,0
01/03/2021,company,,13063DSU3,-,0,0
01/03/2021,company,,802649QA4,-,0,0
01/03/2021,company,,82707BDG1,-,0,0
01/03/2021,company,,13063DUX4,-,0,0
01/03/2021,company,,13063CQS2,-,0,0
01/03/2021,company,,13063CSB7,-,0,0
01/03/2021,company,,378460VF3,-,0,0
01/03/2021,company,,378460VF3,-,0,0
01/03/2021,company,,82707BDG1,-,0,0
01/03/2021,company,,18934TAM1,-,0,0
01/03/2021,company,,344643DU2,-,0,0
01/03/2021,company,,698119BK9,-,0,0
01/03/2021,company,,13063CY95,-,0,0
01/03/2021,company,,13063CRE2,-,0,0
01/03/2021,company,,13063CSC5,-,0,0
01/03/2021,company,,802242GC5,-,0,0
01/03/2021,company,,13063CSD3,-,0,0
01/03/2021,company,,13063CQT0,-,0,0
01/03/2021,company,,13063CQT0,-,0,0
01/03/2021,company,,13063CQT0,-,0,0
01/03/2021,company,,13063CQT0,-,0,0
01/03/2021,company,,13063CQT0,-,0,0
01/03/2021,company,,13063CRE2,-,0,0
01/03/2021,company,,13063CZ37,-,0,0
01/03/2021,company,,960556AN8,-,0,0
01/03/2021,company,,798189LV6,-,0,0
01/03/2021,company,,798189LV6,-,0,0
01/03/2021,company,,13063CRD4,-,0,0
01/03/2021,company,,13063CEQ9,-,0,0
01/03/2021,company,,13063CYE4,-,0,0
01/03/2021,company,,13063DSW9,-,0,0
01/03/2021,company,,13063CSD3,-,0,0
01/03/2021,company,,906573GA2,-,0,0
01/03/2021,company,,82707BDG1,-,0,0
01/03/2021,company,,82707BDG1,-,0,0
01/03/2021,company,,684104AG7,-,0,0
01/03/2021,company,,13063CSC5,-,0,0
01/03/2021,company,,13063DSS8,-,0,0
01/03/2021,company,,13063DST6,-,0,0
01/03/2021,company,,13063CY79,-,0,0
01/03/2021,company,,13063DSU3,-,0,0
01/03/2021,company,,82707BDG1,-,0,0
01/03/2021,company,,13063BF49,-,0,0
01/03/2021,company,,13063CZ29,-,0,0
01/03/2021,company,,80802VAL7,-,0,0
01/03/2021,company,,840108BB9,-,0,0
01/03/2021,company,,17131MTF4,-,0,0
01/03/2021,company,,13063CY87,-,0,0
01/03/2021,company,,1306856M7,-,0,0
01/03/2021,company,,13063BNL2,-,0,0
01/03/2021,company,,344643DS7,-,0,0
01/03/2021,company,,799017JY5,-,0,0
01/03/2021,company,,798189KD7,-,0,0
03/03/2021,company,,57636QAN4,-,0,0
03/03/2021,company,,57636QAN4,-,0,0
10/03/2021,company,,91412GJ97,-,0,0
15/03/2021,company,,084670BR8,-,0,0
15/03/2021,company,,084670BR8,-,0,0
22/03/2021,company,,17275RBJ0,-,0,0
22/03/2021,company,,17275RBJ0,-,0,0
01/04/2021,company,,072024UR1,-,0,0
01/04/2021,company,,072024UQ3,-,0,0
01/04/2021,company,,13063DPA0,-,0,0
01/04/2021,company,,130178TF3,-,0,0
01/04/2021,company,,13063DFV5,-,0,0
01/04/2021,company,,13063DFT0,-,0,0
01/04/2021,company,,726000CT7,-,0,0
01/04/2021,company,,13063CLX6,-,0,0
01/04/2021,company,,79768HDZ8,-,0,0
01/04/2021,company,,13063DPQ5,-,0,0
01/04/2021,company,,13063DPA0,-,0,0
01/04/2021,company,,419792ME3,-,0,0
01/04/2021,company,,419792ME3,-,0,0
01/04/2021,company,,736560NK5,-,0,0
01/04/2021,company,,736560NK5,-,0,0
01/04/2021,company,,13063B4L3,-,0,0
01/04/2021,company,,79768HEC8,-,0,0
01/04/2021,company,,455749AZ4,-,0,0
01/04/2021,company,,13063DPA0,-,0,0
01/04/2021,company,,13063DFT0,-,0,0
01/04/2021,company,,13063CLW8,-,0,0
01/04/2021,company,,79768HBR8,-,0,0
01/04/2021,company,,458140AJ9,-,0,0
01/04/2021,company,,13063DFT0,-,0,0
01/04/2021,company,,458140AJ9,-,0,0
01/04/2021,company,,13063DNY0,-,0,0
01/04/2021,company,,13063DJZ2,-,0,0
01/04/2021,company,,13063DKZ0,-,0,0
01/04/2021,company,,13063DNS3,-,0,0
01/04/2021,company,,79768HBS6,-,0,0
01/04/2021,company,,79768HEC8,-,0,0
01/04/2021,company,,13063DPA0,-,0,0
01/04/2021,company,,13063CNL0,-,0,0
01/04/2021,company,,130178TF3,-,0,0
01/04/2021,company,,13063DFV5,-,0,0
01/04/2021,company,,13063DQE1,-,0,0
01/04/2021,company,,13063DPC6,-,0,0
15/04/2021,company,,549203TJ6,-,0,0
15/04/2021,company,,549203TJ6,-,0,0
15/04/2021,company,,26441CAL9,-,0,0
15/04/2021,company,,26441CAL9,-,0,0
03/05/2021,company,,13063DAQ1,-,0,0
03/05/2021,company,,13066YSX8,-,0,0
03/05/2021,company,,13077DFX5,-,0,0
03/05/2021,company,,13068L3R4,-,0,0
03/05/2021,company,,13063DAP3,-,0,0
03/05/2021,company,,13077CA53,-,0,0
03/05/2021,company,,13063CHC7,-,0,0
03/05/2021,company,,13063DVP0,-,0,0
03/05/2021,company,,13063DVP0,-,0,0
03/05/2021,company,,13063DVP0,-,0,0
03/05/2021,company,,13063DVP0,-,0,0
03/05/2021,company,,13063DVP0,-,0,0
03/05/2021,company,,60636WRX5,-,0,0
03/05/2021,company,,91523NTA4,-,0,0
03/05/2021,company,,91523NTA4,-,0,0
03/05/2021,company,,60636WRX5,-,0,0
03/05/2021,company,,13063DVN5,-,0,0
03/05/2021,company,,79765RT74,-,0,0
03/05/2021,company,,79765RT74,-,0,0
03/05/2021,company,,79765RT74,-,0,0
03/05/2021,company,,79765RT74,-,0,0
03/05/2021,company,,13063DBG2,-,0,0
03/05/2021,company,,79765RV71,-,0,0
03/05/2021,company,,79765RT41,-,0,0
03/05/2021,company,,79765RW47,-,0,0
03/05/2021,company,,797412CB7,-,0,0
03/05/2021,company,,79765RXS3,-,0,0
03/05/2021,company,,13063DBJ6,-,0,0
03/05/2021,company,,797412DD2,-,0,0
03/05/2021,company,,797412DD2,-,0,0
03/05/2021,company,,797412DD2,-,0,0
03/05/2021,company,,13063CKR0,-,0,0
03/05/2021,company,,79765RT33,-,0,0
03/05/2021,company,,13063CGN4,-,0,0
03/05/2021,company,,13063CQC7,-,0,0
03/05/2021,company,,13063CQC7,-,0,0
03/05/2021,company,,79765RUG2,-,0,0
03/05/2021,company,,79765RV48,-,0,0
03/05/2021,company,,142665CP1,-,0,0
03/05/2021,company,,13063DAP3,-,0,0
03/05/2021,company,,13063DBK3,-,0,0
03/05/2021,company,,13063CGZ7,-,0,0
03/05/2021,company,,79765RY37,-,0,0
03/05/2021,company,,79765RXR5,-,0,0
03/05/2021,company,,13063DAQ1,-,0,0
03/05/2021,company,,79765RT74,-,0,0
03/05/2021,company,,13066YSX8,-,0,0
03/05/2021,company,,13063CKS8,-,0,0
03/05/2021,company,,13077DFW7,-,0,0
03/05/2021,company,,13063CFV7,-,0,0
03/05/2021,company,,13063CHD5,-,0,0
03/05/2021,company,,79765RK65,-,0,0
03/05/2021,company,,49228YAJ7,-,0,0
03/05/2021,company,,13063DWH7,-,0,0
03/05/2021,company,,13077DNQ1,-,0,0
03/05/2021,company,,13077DPG1,-,0,0
03/05/2021,company,,13077DNQ1,-,0,0
03/05/2021,company,,13077DPG1,-,0,0
03/05/2021,company,,13077DNP3,-,0,0
03/05/2021,company,,13077DPF3,-,0,0
03/05/2021,company,,697511CU5,-,0,0
17/05/2021,company,,542424VY9,-,0,0
17/05/2021,company,,91412GSU0,-,0,0
17/05/2021,company,,91412GSU0,-,0,0
17/05/2021,company,,91412GST3,-,0,0
17/05/2021,company,,91412GST3,-,0,0
17/05/2021,company,,91412GST3,-,0,0
17/05/2021,company,,196632YT4,-,0,0
17/05/2021,company,,196632YT4,-,0,0
17/05/2021,company,,899124JH5,-,0,0
17/05/2021,company,,91412GVR3,-,0,0
17/05/2021,company,,9128286T2,-,0,0
17/05/2021,company,,912828X88,-,0,0
17/05/2021,company,,9128284N7,-,0,0
17/05/2021,company,,912828WJ5,-,0,0
17/05/2021,company,,912828R36,-,0,0
17/05/2021,company,,00206RCN0,-,0,0
17/05/2021,company,,912828SV3,-,0,0
17/05/2021,company,,91412G5S0,-,0,0
17/05/2021,company,,912828WJ5,-,0,0
17/05/2021,company,,912828SV3,-,0,0
17/05/2021,company,,9128286T2,-,0,0
17/05/2021,company,,912828X88,-,0,0
17/05/2021,company,,00206RCN0,-,0,0
17/05/2021,company,,9128284N7,-,0,0
17/05/2021,company,,912828R36,-,0,0
17/05/2021,company,,544445NY1,-,0,0
17/05/2021,company,,899124KB6,-,0,0
17/05/2021,company,,91412GSU0,-,0,0
17/05/2021,company,,542424VY9,-,0,0
17/05/2021,company,,91412GST3,-,0,0
17/05/2021,company,,91412HMY6,-,0,0
17/05/2021,company,,91412HMT7,-,0,0
18/05/2021,company,,931427AH1,-,0,0
18/05/2021,company,,931427AH1,-,0,0
19/05/2021,company,,458140AU4,-,0,0
01/06/2021,company,,271014XX5,-,0,0
01/06/2021,company,,283353RL6,-,0,0
01/06/2021,company,,250433PZ6,-,0,0
01/06/2021,company,,13066KV55,-,0,0
01/06/2021,company,,1301785H5,-,0,0
01/06/2021,company,,68609TKD9,-,0,0
01/06/2021,company,,68609TKD9,-,0,0
01/06/2021,company,,602369ES5,-,0,0
01/06/2021,company,,602369ES5,-,0,0
01/06/2021,company,,13067WPR7,-,0,0
01/06/2021,company,,271014ZJ4,-,0,0
01/06/2021,company,,13067WCN0,-,0,0
01/06/2021,company,,13067WCN0,-,0,0
01/06/2021,company,,13067WCN0,-,0,0
01/06/2021,company,,13067WCN0,-,0,0
01/06/2021,company,,13067WCN0,-,0,0
01/06/2021,company,,9128284R8,-,0,0
01/06/2021,company,,023135AJ5,-,0,0
01/06/2021,company,,9128284S6,-,0,0
01/06/2021,company,,13067WNP3,-,0,0
01/06/2021,company,,13067WLS9,-,0,0
01/06/2021,company,,13067WLS9,-,0,0
01/06/2021,company,,13067WPT3,-,0,0
01/06/2021,company,,13067WPT3,-,0,0
01/06/2021,company,,13067WNP3,-,0,0
01/06/2021,company,,13067WRS3,-,0,0
01/06/2021,company,,023135AJ5,-,0,0
01/06/2021,company,,9128286V7,-,0,0
01/06/2021,company,,9128284R8,-,0,0
01/06/2021,company,,9128284S6,-,0,0
01/06/2021,company,,77539YAE3,-,0,0
01/06/2021,company,,13063CJS0,-,0,0
01/06/2021,company,,13067WQL9,-,0,0
01/06/2021,company,,13063CHU7,-,0,0
01/06/2021,company,,010831BQ7,-,0,0
01/06/2021,company,,157432JD8,-,0,0
01/06/2021,company,,271014XX5,-,0,0
01/06/2021,company,,76904CAK6,-,0,0
01/06/2021,company,,13067WPT3,-,0,0
01/06/2021,company,,13063CJR2,-,0,0
01/06/2021,company,,13063CJU5,-,0,0
01/06/2021,company,,54466HDL7,-,0,0
01/06/2021,company,,13067WPU0,-,0,0
01/06/2021,company,,53945CAJ9,-,0,0
01/06/2021,company,,271012FV3,-,0,0
01/06/2021,company,,564533BU0,-,0,0
01/06/2021,company,,542411KP7,-,0,0
01/06/2021,company,,13063DB56,-,0,0
01/06/2021,company,,13066K4G1,-,0,0
01/06/2021,company,,786134VS2,-,0,0
01/06/2021,company,,78615RDR1,-,0,0
08/06/2021,company,,244199BE4,-,0,0
07/06/2021,company,,14913QAA7,-,0,0
08/06/2021,company,,244199BE4,-,0,0
07/06/2021,company,,14913QAA7,-,0,0
14/06/2021,company,,92826CAD4,-,0,0
14/06/2021,company,,92826CAD4,-,0,0
15/06/2021,company,,7976467L4,-,0,0
15/06/2021,company,,7976467L4,-,0,0
15/06/2021,company,,7976467L4,-,0,0
15/06/2021,company,,7976467L4,-,0,0
15/06/2021,company,,020002AZ4,-,0,0
15/06/2021,company,,797646C53,-,0,0
15/06/2021,company,,797646C53,-,0,0
15/06/2021,company,,020002AZ4,-,0,0
15/06/2021,company,,797646Q82,-,0,0
15/06/2021,company,,797646A30,-,0,0
15/06/2021,company,,7976467L4,-,0,0
15/06/2021,company,,797646X76,-,0,0
01/02/2021,company,,058219TE6,-,0,0
01/02/2021,company,,13062RJR0,-,0,0
01/02/2021,company,,835569DH4,-,0,0
01/02/2021,company,,223093RZ0,-,0,0
01/02/2021,company,,378478CJ8,-,0,0
01/02/2021,company,,798063EG4,-,0,0
01/02/2021,company,,13063DHJ0,-,0,0
01/02/2021,company,,000416T72,-,0,0
01/02/2021,company,,90171TFE5,-,0,0
01/02/2021,company,,732098LK2,-,0,0
01/02/2021,company,,26362VNZ7,-,0,0
01/02/2021,company,,570255BG3,-,0,0
01/02/2021,company,,828641VS6,-,0,0
01/02/2021,company,,828641VS6,-,0,0
01/02/2021,company,,828641VS6,-,0,0
01/02/2021,company,,828641VS6,-,0,0
01/02/2021,company,,952347ZH8,-,0,0
01/02/2021,company,,799408S34,-,0,0
01/02/2021,company,,13062PHK1,-,0,0
01/02/2021,company,,561545FT6,-,0,0
01/02/2021,company,,13063CUF5,-,0,0
01/02/2021,company,,13062RJR0,-,0,0
01/02/2021,company,,923004SU0,-,0,0
01/02/2021,company,,66484RAX4,-,0,0
01/02/2021,company,,769047JD4,-,0,0
01/02/2021,company,,478048GL9,-,0,0
01/02/2021,company,,098203SU7,-,0,0
01/02/2021,company,,197036KW5,-,0,0
01/02/2021,company,,900211CX9,-,0,0
01/02/2021,company,,900211CV3,-,0,0
01/02/2021,company,,900211CW1,-,0,0
01/02/2021,company,,540274BG1,-,0,0
01/02/2021,company,,574344PT8,-,0,0
01/02/2021,company,,692020D49,-,0,0
01/02/2021,company,,492246RU9,-,0,0
01/02/2021,company,,300189DZ7,-,0,0
01/02/2021,company,,300189EA1,-,0,0
01/02/2021,company,,300189DY0,-,0,0
01/02/2021,company,,250433RY7,-,0,0
01/02/2021,company,,472466G96,-,0,0
01/02/2021,company,,916544BG3,-,0,0
01/02/2021,company,,6966672J2,-,0,0
01/02/2021,company,,13063DHJ0,-,0,0
01/02/2021,company,,26362VKG2,-,0,0
01/02/2021,company,,358232X27,-,0,0
01/02/2021,company,,080495FP4,-,0,0
01/02/2021,company,,798306UU8,-,0,0
01/02/2021,company,,798306UU8,-,0,0
01/02/2021,company,,156792GD9,-,0,0
01/02/2021,company,,217482X60,-,0,0
01/02/2021,company,,13063CUT5,-,0,0
01/02/2021,company,,13063CUT5,-,0,0
01/02/2021,company,,217482X60,-,0,0
01/02/2021,company,,18934VBR4,-,0,0
01/02/2021,company,,13063C4Z0,-,0,0
01/02/2021,company,,358232X27,-,0,0
01/02/2021,company,,54438CWY4,-,0,0
01/02/2021,company,,54438CWY4,-,0,0
01/02/2021,company,,54438CUR1,-,0,0
01/02/2021,company,,54438CWY4,-,0,0
01/02/2021,company,,732096Y55,-,0,0
01/02/2021,company,,54438CWY4,-,0,0
01/02/2021,company,,13063CTM2,-,0,0
01/02/2021,company,,13063CTM2,-,0,0
01/02/2021,company,,797272PP0,-,0,0
01/02/2021,company,,798306XK7,-,0,0
01/02/2021,company,,798306XK7,-,0,0
01/02/2021,company,,798306XK7,-,0,0
01/02/2021,company,,798306XK7,-,0,0
01/02/2021,company,,79730CJU9,-,0,0
01/02/2021,company,,13063C5B2,-,0,0
01/02/2021,company,,13063CVP2,-,0,0
01/02/2021,company,,46625HJT8,-,0,0
01/02/2021,company,,233331BA4,-,0,0
01/02/2021,company,,828641VQ0,-,0,0
01/02/2021,company,,828641VQ0,-,0,0
01/02/2021,company,,90171TCK4,-,0,0
01/02/2021,company,,828641VQ0,-,0,0
01/02/2021,company,,828641VQ0,-,0,0
01/02/2021,company,,828641VQ0,-,0,0
01/02/2021,company,,46625HJT8,-,0,0
01/02/2021,company,,233331BA4,-,0,0
01/02/2021,company,,13063C4M9,-,0,0
01/02/2021,company,,54438CTF9,-,0,0
01/02/2021,company,,54438CTC6,-,0,0
01/02/2021,company,,13062RJR0,-,0,0
01/02/2021,company,,90171TAZ3,-,0,0
01/02/2021,company,,90171TAZ3,-,0,0
01/02/2021,company,,623040FF4,-,0,0
01/02/2021,company,,623040FF4,-,0,0
01/02/2021,company,,623040FF4,-,0,0
01/02/2021,company,,54438CTF9,-,0,0
01/02/2021,company,,54438CTE2,-,0,0
01/02/2021,company,,802385MZ4,-,0,0
01/02/2021,company,,66484RAX4,-,0,0
01/02/2021,company,,19704CAF9,-,0,0
01/02/2021,company,,796720KZ2,-,0,0
01/02/2021,company,,545624KL1,-,0,0
01/02/2021,company,,732098LL0,-,0,0
01/02/2021,company,,561545FV1,-,0,0
01/02/2021,company,,59266TNN7,-,0,0
01/02/2021,company,,769047HG9,-,0,0
01/02/2021,company,,058219TF3,-,0,0
01/02/2021,company,,358232Y26,-,0,0
01/02/2021,company,,95640HDE5,-,0,0
01/02/2021,company,,13063C5U0,-,0,0
01/02/2021,company,,796720HZ6,-,0,0
01/02/2021,company,,82707BBL2,-,0,0
01/02/2021,company,,798063EZ2,-,0,0
01/02/2021,company,,204709HP7,-,0,0
01/02/2021,company,,828641VS6,-,0,0
01/02/2021,company,,3571545B5,-,0,0
01/02/2021,company,,300189EB9,-,0,0
01/02/2021,company,,54438CSY9,-,0,0
01/02/2021,company,,492246NT6,-,0,0
01/02/2021,company,,901070AX0,-,0,0
01/02/2021,company,,798306XK7,-,0,0
01/02/2021,company,,13063CVP2,-,0,0
25/01/2021,company,,MMDA12,-,0,0
29/01/2021,company,,MMDA12,-,0,0
29/01/2021,company,,FCFXX,-,0,0
01/02/2021,company,,GIS,-,0,0
01/02/2021,company,,BGS,-,0,0
02/02/2021,company,,SSFEX,-,0,0
11/02/2021,company,,AAPL,-,0,0
19/02/2021,company,,COST,-,0,0
26/02/2021,company,,MMDA12,-,0,0
26/02/2021,company,,MMDA12,-,0,0
26/02/2021,company,,MMDA12,-,0,0
26/02/2021,company,,FCFXX,-,0,0
02/03/2021,company,,SSFEX,-,0,0
09/03/2021,company,,ADI,-,0,0
15/03/2021,company,,ED,-,0,0
11/03/2021,company,,MSFT,-,0,0
18/03/2021,company,,MCO,-,0,0
19/03/2021,company,,MMDA12,-,0,0
19/03/2021,company,,MMDA12,-,0,0
19/03/2021,company,,MMDA12,-,0,0
19/03/2021,company,,VEMAX,-,0,0
19/03/2021,company,,VEUSX,-,0,0
19/03/2021,company,,VPADX,-,0,0
25/03/2021,company,,HD,-,0,0
24/03/2021,company,,VSMAX,-,0,0
31/03/2021,company,,MMDA12,-,0,0
31/03/2021,company,,FCFXX,-,0,0
31/03/2021,company,,NVDA,-,0,0
05/04/2021,company,,SSFEX,-,0,0
07/04/2021,company,,BKRDX,-,0,0
16/04/2021,company,,MMDA12,-,0,0
16/04/2021,company,,MMDA12,-,0,0
30/04/2021,company,,MMDA12,-,0,0
30/04/2021,company,,VMFXX,-,0,0
30/04/2021,company,,FCFXX,-,0,0
30/04/2021,company,,BGS,-,0,0
04/05/2021,company,,SSFEX,-,0,0
13/05/2021,company,,AAPL,-,0,0
14/05/2021,company,,MMDA12,-,0,0
14/05/2021,company,,COST,-,0,0
28/05/2021,company,,MMDA12,-,0,0
28/05/2021,company,,VMFXX,-,0,0
28/05/2021,company,,FCFXX,-,0,0
02/06/2021,company,,SSFEX,-,0,0
10/06/2021,company,,MMDA12,-,0,0
10/06/2021,company,,MSFT,-,0,0
11/06/2021,company,,MMDA12,-,0,0
10/06/2021,company,,MCO,-,0,0
15/06/2021,company,,ED,-,0,0
17/06/2021,company,,HD,-,0,0
30/06/2021,company,,MMDA12,-,0,0
30/06/2021,company,,MMDA12,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VWIUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VWIUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VNYUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VMATX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VWIUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VWIUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VCADX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
04/01/2021,company,,VMLUX,-,0,0
04/01/2021,company,,VWIUX,-,0,0
04/01/2021,company,,VWIUX,-,0,0
04/01/2021,company,,VWIUX,-,0,0
04/01/2021,company,,VWSUX,-,0,0
14/01/2021,company,,VWIUX,-,0,0
14/01/2021,company,,VWIUX,-,0,0
28/01/2021,company,,DFCMX,-,0,0
